Event date,Event,Ticket ID,Payment date,Ticket price buyer,Original ticket price,Ticket listing price,Revenue,Event ID,Seller user ID,Buyer user ID,Listing created Date,Meets ticket Fairshare conditions? (Yes / No),Refund created Date,Kickback,Fairshare,Ratio,Ticket_Class
2024-05-24,Hungry Hedgehog,25384315.0,2024-05-17,152.49,129.0,141.0,11.65,a9f8217c-e4ac-45de-a588-36521e661c14,10622935.0,13048411.0,2024-05-16,True,2024-05-17,1.17,2.47,2.1111111111111116,AA
2024-05-25,Jubilant Jellybean,25589774.0,2024-05-25,116.29,89.99,107.52,8.86,2772b208-9bd2-4817-a281-af19555e0ec5,13841687.0,10200828.0,2024-05-25,True,2024-05-29,0.89,6.08,6.831460674157303,CD
2024-05-31,Daring Dragon,23530483.0,2024-01-14,94.48,72.8,87.36,7.22,5e160574-2903-43c6-bf2b-9091ba693c26,12852388.0,3969450.0,2024-01-14,True,2024-01-15,0.72,5.1,7.083333333333333,B
2024-05-24,Hungry Hedgehog,25516491.0,2024-05-22,116.29,89.6,107.52,8.89,a9f8217c-e4ac-45de-a588-36521e661c14,7442873.0,688485.0,2024-05-22,True,2024-05-22,0.89,6.27,7.044943820224718,BU
2024-05-25,Jubilant Jellybean,25304723.0,2024-05-13,116.29,100.31,107.52,8.9,2772b208-9bd2-4817-a281-af19555e0ec5,5374091.0,8595755.0,2024-05-13,True,,0.89,0.92,1.0337078651685394,BP
2024-05-05,Golden Giraffe,25153889.0,2024-05-05,54.08,61.6,50.0,4.14,e0d78d5c-7086-4d89-87ef-b1388f842f2c,3506397.0,6701133.0,2024-05-05,False,,0.41,0.41,1.0,E
2024-05-31,Daring Dragon,22928485.0,2023-11-27,79.95,61.6,73.92,6.12,5e160574-2903-43c6-bf2b-9091ba693c26,11212260.0,797386.0,2023-11-27,True,,0.61,4.31,7.0655737704918025,C
2024-05-23,Electric Emu,25488800.0,2024-05-22,32.45,72.8,30.0,2.48,62df8913-4e36-4cb0-a971-44b8ccff3d7b,12821794.0,13808308.0,2024-05-21,False,,0.25,0.25,1.0,AW
2024-05-31,Daring Dragon,24650480.0,2024-05-12,59.48,72.8,55.0,4.55,5e160574-2903-43c6-bf2b-9091ba693c26,185970.0,2124171.0,2024-04-05,False,,0.45,0.45,1.0,B
2024-05-08,Fancy Flamingo,25204118.0,2024-05-08,43.26,72.0,40.0,3.3,6914373f-7098-4132-a8de-5af04c8204b7,6611562.0,2667042.0,2024-05-08,False,,0.33,0.33,1.0,AH
2024-05-31,Daring Dragon,22054613.0,2023-11-03,64.89,72.8,60.0,4.96,5e160574-2903-43c6-bf2b-9091ba693c26,556314.0,8533377.0,2023-10-08,False,,0.5,0.5,1.0,B
2024-05-23,Electric Emu,25482981.0,2024-05-21,108.15,105.0,100.0,8.26,62df8913-4e36-4cb0-a971-44b8ccff3d7b,2115047.0,13801129.0,2024-05-21,False,,0.83,0.83,1.0,X
2024-05-24,Hungry Hedgehog,25533415.0,2024-05-23,116.29,119.0,107.52,8.89,a9f8217c-e4ac-45de-a588-36521e661c14,12398825.0,13817577.0,2024-05-23,False,,0.89,0.89,1.0,AI
2024-05-05,Golden Giraffe,24968805.0,2024-04-25,79.95,61.6,73.92,6.12,e0d78d5c-7086-4d89-87ef-b1388f842f2c,2491810.0,2551545.0,2024-04-25,True,,0.61,4.31,7.0655737704918025,E
2024-05-08,Fancy Flamingo,25175603.0,2024-05-06,57.32,72.8,53.0,4.38,6914373f-7098-4132-a8de-5af04c8204b7,7364072.0,5871066.0,2024-05-06,False,,0.44,0.44,1.0,AE
2024-05-24,Hungry Hedgehog,25548630.0,2024-05-24,174.42,134.4,161.28,13.32,a9f8217c-e4ac-45de-a588-36521e661c14,12542919.0,5879559.0,2024-05-24,True,,1.33,9.41,7.075187969924812,W
2024-05-31,Daring Dragon,21831182.0,2023-09-23,94.48,72.8,87.36,7.22,5e160574-2903-43c6-bf2b-9091ba693c26,138613.0,9552191.0,2023-09-23,True,,0.72,5.1,7.083333333333333,B
2024-05-08,Fancy Flamingo,25145288.0,2024-05-07,69.22,115.0,64.0,5.29,6914373f-7098-4132-a8de-5af04c8204b7,2950483.0,1237318.0,2024-05-04,False,,0.53,0.53,1.0,F
2024-05-05,Golden Giraffe,25158448.0,2024-05-05,48.67,61.6,45.0,3.72,e0d78d5c-7086-4d89-87ef-b1388f842f2c,3100391.0,13116354.0,2024-05-05,False,,0.37,0.37,1.0,E
2024-05-26,Lucky Llama,25517701.0,2024-05-23,70.3,95.3,65.0,5.37,dcd3cee8-dbe6-48fa-a229-f544c6857872,244176.0,2046822.0,2024-05-22,False,,0.54,0.54,1.0,X
2024-05-26,Lucky Llama,25076322.0,2024-05-15,86.52,95.3,80.0,6.61,dcd3cee8-dbe6-48fa-a229-f544c6857872,941758.0,6422182.0,2024-04-30,False,,0.66,0.66,1.0,X
2024-05-31,Daring Dragon,24596477.0,2024-04-03,79.95,61.6,73.92,6.12,5e160574-2903-43c6-bf2b-9091ba693c26,13377852.0,2734741.0,2024-04-01,True,,0.61,4.31,7.0655737704918025,C
2024-05-23,Electric Emu,25532599.0,2024-05-23,34.61,95.2,32.0,2.64,62df8913-4e36-4cb0-a971-44b8ccff3d7b,10009679.0,2137008.0,2024-05-23,False,,0.26,0.26,1.0,AG
2024-05-29,Curious Cactus,25029838.0,2024-04-30,94.48,87.36,87.36,7.22,02f73fd4-3c71-4a8d-b3b7-8ff17bdcd53d,483622.0,640389.0,2024-04-27,False,,0.72,0.72,1.0,E
2024-05-05,Golden Giraffe,24715555.0,2024-04-10,89.23,72.8,82.5,6.83,e0d78d5c-7086-4d89-87ef-b1388f842f2c,507231.0,5681999.0,2024-04-10,True,,0.68,2.79,4.102941176470588,D
2024-05-23,Electric Emu,25533930.0,2024-05-23,42.18,95.0,39.0,3.22,62df8913-4e36-4cb0-a971-44b8ccff3d7b,9773790.0,4798915.0,2024-05-23,False,,0.32,0.32,1.0,AH
2024-05-25,Jubilant Jellybean,25601816.0,2024-05-25,75.71,92.0,70.0,5.78,2772b208-9bd2-4817-a281-af19555e0ec5,9836831.0,5636539.0,2024-05-25,False,,0.58,0.58,1.0,CA
2024-05-08,Fancy Flamingo,25212258.0,2024-05-08,99.99,95.2,92.46,7.64,6914373f-7098-4132-a8de-5af04c8204b7,1912739.0,3837047.0,2024-05-08,False,,0.76,0.76,1.0,P
2024-05-25,Jubilant Jellybean,25327210.0,2024-05-14,105.8,81.53,97.83,8.08,2772b208-9bd2-4817-a281-af19555e0ec5,17160.0,4447877.0,2024-05-14,True,,0.81,5.7,7.037037037037037,CN
2024-05-31,Daring Dragon,25526988.0,2024-05-28,32.45,72.8,30.0,2.48,5e160574-2903-43c6-bf2b-9091ba693c26,1164487.0,7330914.0,2024-05-23,False,,0.25,0.25,1.0,B
2024-05-29,Curious Cactus,21758571.0,2023-09-17,112.48,98.56,104.0,8.59,02f73fd4-3c71-4a8d-b3b7-8ff17bdcd53d,2124842.0,6184979.0,2023-09-17,True,,0.86,0.12,0.13953488372093023,B
2024-05-25,Jubilant Jellybean,25549277.0,2024-05-24,116.29,116.0,107.52,8.9,2772b208-9bd2-4817-a281-af19555e0ec5,3492029.0,5863780.0,2024-05-24,False,,0.89,0.89,1.0,AU
2024-05-26,Lucky Llama,25583706.0,2024-05-25,81.11,95.3,75.0,6.2,dcd3cee8-dbe6-48fa-a229-f544c6857872,13839484.0,8698692.0,2024-05-25,False,,0.62,0.62,1.0,X
2024-05-29,Curious Cactus,25200807.0,2024-05-08,113.37,87.36,104.83,8.66,02f73fd4-3c71-4a8d-b3b7-8ff17bdcd53d,4201691.0,7073945.0,2024-05-08,True,,0.87,6.11,7.022988505747127,E
2024-05-27,Brilliant Banjo,25587108.0,2024-05-27,103.99,180.0,96.15,7.96,2e2f977d-cc5d-4723-8b3c-2d7d5d35c749,5741596.0,4349194.0,2024-05-25,False,,0.8,0.8,1.0,Z
2024-05-25,Jubilant Jellybean,25551285.0,2024-05-24,99.98,89.6,92.45,7.64,2772b208-9bd2-4817-a281-af19555e0ec5,498724.0,13829820.0,2024-05-24,False,,0.76,0.76,1.0,CG
2024-05-25,Jubilant Jellybean,25542580.0,2024-05-23,116.29,89.6,107.52,8.89,2772b208-9bd2-4817-a281-af19555e0ec5,340190.0,6962204.0,2024-05-23,True,,0.89,6.27,7.044943820224718,CG
2024-05-24,Hungry Hedgehog,25506195.0,2024-05-22,109.02,84.0,100.8,8.33,a9f8217c-e4ac-45de-a588-36521e661c14,12213494.0,11004962.0,2024-05-22,True,,0.83,5.88,7.0843373493975905,BZ
2024-05-29,Curious Cactus,25681438.0,2024-05-29,21.63,33.0,20.0,1.66,02f73fd4-3c71-4a8d-b3b7-8ff17bdcd53d,13875403.0,1230078.0,2024-05-29,False,,0.17,0.17,1.0,P
2024-05-25,Jubilant Jellybean,25570756.0,2024-05-24,116.29,89.6,107.52,8.89,2772b208-9bd2-4817-a281-af19555e0ec5,3284810.0,11664217.0,2024-05-24,True,,0.89,6.27,7.044943820224718,CG
2024-05-31,Daring Dragon,24536720.0,2024-04-02,75.71,72.8,70.0,5.79,5e160574-2903-43c6-bf2b-9091ba693c26,12558743.0,12533598.0,2024-03-29,False,2024-06-28,0.58,0.58,1.0,B
2024-05-08,Fancy Flamingo,25184950.0,2024-05-08,64.89,95.2,60.0,4.96,6914373f-7098-4132-a8de-5af04c8204b7,7309050.0,155162.0,2024-05-07,False,2024-05-30,0.5,0.5,1.0,P
2024-05-24,Hungry Hedgehog,25340097.0,2024-05-15,140.6,200.0,130.0,10.75,a9f8217c-e4ac-45de-a588-36521e661c14,11441648.0,13732904.0,2024-05-15,False,2024-05-21,1.07,1.07,1.0,D
2024-05-25,Jubilant Jellybean,25505950.0,2024-05-22,116.27,89.6,107.5,8.9,2772b208-9bd2-4817-a281-af19555e0ec5,13605300.0,7245165.0,2024-05-22,True,2024-05-24,0.89,6.26,7.033707865168539,CG
2024-05-29,Curious Cactus,24597616.0,2024-04-01,94.48,87.36,87.36,7.22,02f73fd4-3c71-4a8d-b3b7-8ff17bdcd53d,13378671.0,13014472.0,2024-04-01,False,,0.72,0.72,1.0,E
2024-05-26,Lucky Llama,25482519.0,2024-05-25,70.3,110.0,65.0,5.37,dcd3cee8-dbe6-48fa-a229-f544c6857872,9454175.0,3013145.0,2024-05-21,False,,0.54,0.54,1.0,P
2024-05-08,Fancy Flamingo,25191118.0,2024-05-08,59.48,80.0,55.0,4.54,6914373f-7098-4132-a8de-5af04c8204b7,13546984.0,3100564.0,2024-05-07,False,,0.45,0.45,1.0,W
2024-05-05,Golden Giraffe,24888060.0,2024-04-27,58.48,49.28,54.08,4.46,e0d78d5c-7086-4d89-87ef-b1388f842f2c,13330560.0,65830.0,2024-04-20,True,,0.45,1.05,2.3333333333333335,G
2024-05-05,Golden Giraffe,24847754.0,2024-04-18,70.3,61.6,65.0,5.38,e0d78d5c-7086-4d89-87ef-b1388f842f2c,3842424.0,6516959.0,2024-04-18,True,,0.54,0.08,0.14814814814814814,E
2024-05-08,Fancy Flamingo,25206597.0,2024-05-08,53.99,72.8,49.92,4.13,6914373f-7098-4132-a8de-5af04c8204b7,1912739.0,6154942.0,2024-05-08,False,,0.41,0.41,1.0,AE
2024-05-29,Curious Cactus,23129016.0,2023-12-10,97.33,90.0,90.0,8.21,02f73fd4-3c71-4a8d-b3b7-8ff17bdcd53d,12661990.0,2393419.0,2023-12-10,False,2023-12-11,0.82,0.82,1.0,D
2024-05-31,Daring Dragon,23467972.0,2024-01-06,78.73,72.8,72.8,6.02,5e160574-2903-43c6-bf2b-9091ba693c26,5174799.0,9688747.0,2024-01-06,False,2024-05-02,0.6,0.6,1.0,B
2024-05-31,Daring Dragon,24385549.0,2024-04-28,37.58,72.8,34.75,2.85,5e160574-2903-43c6-bf2b-9091ba693c26,13283547.0,3453355.0,2024-03-19,False,,0.29,0.29,1.0,B
2024-05-08,Fancy Flamingo,25209795.0,2024-05-08,52.99,72.8,49.0,4.05,6914373f-7098-4132-a8de-5af04c8204b7,106401.0,7500181.0,2024-05-08,False,,0.41,0.41,1.0,AE
2024-05-29,Curious Cactus,24870080.0,2024-04-20,102.74,87.36,95.0,7.85,02f73fd4-3c71-4a8d-b3b7-8ff17bdcd53d,13509913.0,3876288.0,2024-04-20,True,,0.79,1.45,1.8354430379746833,E
2024-05-05,Golden Giraffe,25159642.0,2024-05-05,48.67,61.6,45.0,3.72,e0d78d5c-7086-4d89-87ef-b1388f842f2c,8692504.0,347068.0,2024-05-05,False,,0.37,0.37,1.0,E
2024-05-27,Brilliant Banjo,25464966.0,2024-05-20,162.23,139.44,150.0,12.4,2e2f977d-cc5d-4723-8b3c-2d7d5d35c749,5888951.0,8487067.0,2024-05-20,True,,1.24,1.53,1.2338709677419355,AQ
2024-05-05,Golden Giraffe,24997895.0,2024-04-26,79.95,61.6,73.92,6.12,e0d78d5c-7086-4d89-87ef-b1388f842f2c,262398.0,5005662.0,2024-04-26,True,,0.61,4.31,7.0655737704918025,E
2024-05-31,Daring Dragon,23868303.0,2024-02-12,79.95,61.6,73.92,6.12,5e160574-2903-43c6-bf2b-9091ba693c26,11092641.0,11552590.0,2024-02-12,True,,0.61,4.31,7.0655737704918025,C
2024-05-05,Golden Giraffe,24976214.0,2024-04-27,82.19,72.8,76.0,6.28,e0d78d5c-7086-4d89-87ef-b1388f842f2c,609532.0,6748677.0,2024-04-26,False,,0.63,0.63,1.0,D
2024-05-05,Golden Giraffe,25046301.0,2024-04-28,79.95,61.6,73.92,6.12,e0d78d5c-7086-4d89-87ef-b1388f842f2c,13356474.0,11747386.0,2024-04-28,True,,0.61,4.31,7.0655737704918025,E
2024-05-24,Hungry Hedgehog,25456983.0,2024-05-19,116.29,90.0,107.52,8.89,a9f8217c-e4ac-45de-a588-36521e661c14,4366167.0,13468644.0,2024-05-19,True,,0.89,6.07,6.820224719101124,BS
2024-05-23,Electric Emu,25540954.0,2024-05-23,43.26,95.2,40.0,3.31,62df8913-4e36-4cb0-a971-44b8ccff3d7b,13821023.0,17573.0,2024-05-23,False,,0.33,0.33,1.0,AG
2024-05-23,Electric Emu,25493866.0,2024-05-23,96.25,123.2,89.0,7.33,62df8913-4e36-4cb0-a971-44b8ccff3d7b,642376.0,13814224.0,2024-05-21,False,,0.73,0.73,1.0,M
2024-05-29,Curious Cactus,25315168.0,2024-05-14,29.57,53.76,27.34,2.26,02f73fd4-3c71-4a8d-b3b7-8ff17bdcd53d,13719096.0,742926.0,2024-05-13,False,2024-05-21,0.23,0.23,1.0,J
2024-05-26,Lucky Llama,25552143.0,2024-05-26,81.11,106.5,75.0,6.31,dcd3cee8-dbe6-48fa-a229-f544c6857872,10178901.0,9124165.0,2024-05-24,False,2024-05-28,0.63,0.63,1.0,R
2024-05-08,Fancy Flamingo,25205982.0,2024-05-08,79.99,95.0,73.96,6.12,6914373f-7098-4132-a8de-5af04c8204b7,9495877.0,10809490.0,2024-05-08,False,2024-05-08,0.61,0.61,1.0,Q
2024-05-31,Daring Dragon,25401588.0,2024-05-17,55.16,61.6,51.0,4.21,5e160574-2903-43c6-bf2b-9091ba693c26,8856750.0,7768980.0,2024-05-17,False,2024-06-04,0.42,0.42,1.0,C
2024-05-05,Golden Giraffe,25040268.0,2024-04-28,63.75,61.6,58.94,4.88,e0d78d5c-7086-4d89-87ef-b1388f842f2c,12513720.0,1818793.0,2024-04-28,False,2024-05-08,0.49,0.49,1.0,E
2024-05-25,Jubilant Jellybean,25576034.0,2024-05-24,152.63,128.5,141.12,11.62,2772b208-9bd2-4817-a281-af19555e0ec5,13833773.0,32037.0,2024-05-24,True,2024-05-29,1.16,2.78,2.396551724137931,AC
2024-05-23,Electric Emu,25488022.0,2024-05-23,34.61,80.0,32.0,2.64,62df8913-4e36-4cb0-a971-44b8ccff3d7b,11410331.0,13634273.0,2024-05-21,False,2024-05-23,0.26,0.26,1.0,AP
2024-05-24,Hungry Hedgehog,25550457.0,2024-05-24,152.63,170.0,141.12,11.67,a9f8217c-e4ac-45de-a588-36521e661c14,9109462.0,13809574.0,2024-05-24,False,2024-05-24,1.17,1.17,1.0,I
2024-05-08,Fancy Flamingo,25208935.0,2024-05-08,51.91,72.8,48.0,3.96,6914373f-7098-4132-a8de-5af04c8204b7,7845.0,1254834.0,2024-05-08,False,2024-05-08,0.4,0.4,1.0,AE
2024-05-31,Daring Dragon,23770822.0,2024-02-10,94.48,72.8,87.36,7.22,5e160574-2903-43c6-bf2b-9091ba693c26,12979685.0,13023130.0,2024-02-05,True,2024-03-26,0.72,5.1,7.083333333333333,B
2024-05-25,Jubilant Jellybean,25601098.0,2024-05-25,108.15,150.0,100.0,8.26,2772b208-9bd2-4817-a281-af19555e0ec5,12318405.0,13672077.0,2024-05-25,False,2024-05-28,0.83,0.83,1.0,Q
2024-05-23,Electric Emu,25510971.0,2024-05-23,43.26,72.8,40.0,3.31,62df8913-4e36-4cb0-a971-44b8ccff3d7b,5080448.0,10176892.0,2024-05-22,False,2024-05-28,0.33,0.33,1.0,AW
2024-05-26,Lucky Llama,25622191.0,2024-05-26,84.36,90.0,78.0,6.45,dcd3cee8-dbe6-48fa-a229-f544c6857872,266990.0,12507712.0,2024-05-26,False,2024-07-25,0.65,0.65,1.0,AA
2024-05-24,Hungry Hedgehog,25528962.0,2024-05-23,152.63,160.0,141.12,11.67,a9f8217c-e4ac-45de-a588-36521e661c14,1656037.0,10333541.0,2024-05-23,False,2024-05-27,1.17,1.17,1.0,K
2024-05-31,Daring Dragon,23676031.0,2024-01-28,94.48,72.8,87.36,7.22,5e160574-2903-43c6-bf2b-9091ba693c26,12931039.0,12049081.0,2024-01-28,True,2024-03-26,0.72,5.1,7.083333333333333,B
2024-05-29,Curious Cactus,25675274.0,2024-05-29,10.82,53.76,10.0,0.83,02f73fd4-3c71-4a8d-b3b7-8ff17bdcd53d,1161351.0,4877150.0,2024-05-29,False,2024-06-06,0.08,0.08,1.0,J
2024-05-24,Hungry Hedgehog,25372174.0,2024-05-16,105.8,81.53,97.83,8.08,a9f8217c-e4ac-45de-a588-36521e661c14,5282487.0,13746623.0,2024-05-16,True,2024-05-17,0.81,5.7,7.037037037037037,CA
2024-05-24,Hungry Hedgehog,25372175.0,2024-05-16,105.8,81.53,97.83,8.08,a9f8217c-e4ac-45de-a588-36521e661c14,5282487.0,13746623.0,2024-05-16,True,2024-05-17,0.81,5.7,7.037037037037037,CA
2024-05-05,Golden Giraffe,25040059.0,2024-04-28,45.42,61.6,42.0,3.47,e0d78d5c-7086-4d89-87ef-b1388f842f2c,7776555.0,12513720.0,2024-04-28,False,2024-05-08,0.35,0.35,1.0,E
